-100  7.09919e-05
-99   7.26156e-05
-98   7.42934e-05
-97   7.60278e-05
-96   7.78213e-05
-95   7.96766e-05
-94   8.15964e-05
-93   8.35838e-05
-92   8.56419e-05
-91   8.77740e-05
-90   8.99836e-05
-89   9.22744e-05
-88   9.46505e-05
-87   9.71160e-05
-86   9.96753e-05
-85   1.02333e-04
-84   1.05095e-04
-83   1.07965e-04
-82   1.10950e-04
-81   1.14056e-04
-80   1.17289e-04
-79   1.20656e-04
-78   1.24164e-04
-77   1.27822e-04
-76   1.31637e-04
-75   1.35619e-04
-74   1.39778e-04
-73   1.44123e-04
-72   1.48666e-04
-71   1.53418e-04
-70   1.58394e-04
-69   1.63606e-04
-68   1.69069e-04
-67   1.74800e-04
-66   1.80815e-04
-65   1.87134e-04
-64   1.93778e-04
-63   2.00767e-04
-62   2.08127e-04
-61   2.15882e-04
-60   2.24062e-04
-59   2.32698e-04
-58   2.41822e-04
-57   2.51472e-04
-56   2.61689e-04
-55   2.72517e-04
-54   2.84003e-04
-53   2.96202e-04
-52   3.09173e-04
-51   3.22980e-04
-50   3.37696e-04
-49   3.53401e-04
-48   3.70183e-04
-47   3.88140e-04
-46   4.07384e-04
-45   4.28036e-04
-44   4.50236e-04
-43   4.74138e-04
-42   4.99917e-04
-41   5.27771e-04
-40   5.57923e-04
-39   5.90627e-04
-38   6.26175e-04
-37   6.64898e-04
-36   7.07177e-04
-35   7.53452e-04
-34   8.04232e-04
-33   8.60107e-04
-32   9.21768e-04
-31   9.90023e-04
-30   1.06583e-03
-29   1.15031e-03
-28   1.24481e-03
-27   1.35095e-03
-26   1.47068e-03
-25   1.60636e-03
-24   1.76090e-03
-23   1.93785e-03
-22   2.14170e-03
-21   2.37802e-03
-20   2.65394e-03
-19   2.97861e-03
-18   3.29941e-03
-17   3.62799e-03
-16   4.01198e-03
-15   4.49805e-03
-14   5.09688e-03
-13   5.78223e-03
-12   6.54244e-03
-11   7.43583e-03
-10   8.61502e-03
-9    1.03143e-02
-8    1.28030e-02
-7    1.64679e-02
-6    2.19507e-02
-5    3.03402e-02
-4    4.27640e-02
-3    5.93486e-02
-2    7.77899e-02
-1    9.31301e-02
0     9.97406e-02
1     9.48799e-02
2     8.02980e-02
3     6.13317e-02
4     4.34445e-02
5     2.97666e-02
6     2.07258e-02
7     1.52041e-02
8     1.18017e-02
9     9.59104e-03
10    8.08715e-03
11    7.02267e-03
12    6.18955e-03
13    5.43810e-03
14    4.71094e-03
15    4.03531e-03
16    3.46273e-03
17    3.02138e-03
18    2.69183e-03
19    2.43130e-03
20    2.16629e-03
21    1.94107e-03
22    1.74817e-03
23    1.58178e-03
24    1.43734e-03
25    1.31120e-03
26    1.20045e-03
27    1.10272e-03
28    1.01608e-03
29    9.38941e-04
30    8.69983e-04
31    8.08109e-04
32    7.52396e-04
33    7.02065e-04
34    6.56457e-04
35    6.15008e-04
36    5.77236e-04
37    5.42725e-04
38    5.11117e-04
39    4.82101e-04
40    4.55406e-04
41    4.30794e-04
42    4.08059e-04
43    3.87017e-04
44    3.67507e-04
45    3.49386e-04
46    3.32528e-04
47    3.16821e-04
48    3.02163e-04
49    2.88465e-04
50    2.75646e-04
51    2.63634e-04
52    2.52363e-04
53    2.41776e-04
54    2.31818e-04
55    2.22442e-04
56    2.13605e-04
57    2.05265e-04
58    1.97388e-04
59    1.89940e-04
60    1.82891e-04
61    1.76215e-04
62    1.69884e-04
63    1.63877e-04
64    1.58172e-04
65    1.52749e-04
66    1.47591e-04
67    1.42681e-04
68    1.38003e-04
69    1.33544e-04
70    1.29289e-04
71    1.25228e-04
72    1.21349e-04
73    1.17641e-04
74    1.14094e-04
75    1.10700e-04
76    1.07449e-04
77    1.04335e-04
78    1.01349e-04
79    9.84856e-05
80    9.57373e-05
81    9.30985e-05
82    9.05634e-05
83    8.81268e-05
84    8.57838e-05
85    8.35298e-05
86    8.13603e-05
87    7.92712e-05
88    7.72588e-05
89    7.53193e-05
90    7.34494e-05
91    7.16458e-05
92    6.99055e-05
93    6.82256e-05
94    6.66034e-05
95    6.50363e-05
96    6.35219e-05
97    6.20579e-05
98    6.06422e-05
99    5.92727e-05
100   5.79474e-05
<EOF>
