#pix  1150         1200         1250         1300         1350         1400         1450         1500         1550         1600         1650         1700         1750
-100  7.10651e-05  7.11746e-05  7.09919e-05  7.04531e-05  7.03569e-05  7.08482e-05  6.87938e-05  6.67003e-05  6.60958e-05  6.50469e-05  6.33661e-05  6.06323e-05  5.90037e-05
-99   7.26904e-05  7.28024e-05  7.26156e-05  7.20644e-05  7.19661e-05  7.24686e-05  7.03672e-05  6.82258e-05  6.76074e-05  6.65346e-05  6.48154e-05  6.20191e-05  6.03532e-05
-98   7.43700e-05  7.44846e-05  7.42934e-05  7.37295e-05  7.36289e-05  7.41430e-05  7.19931e-05  6.98022e-05  6.91696e-05  6.80719e-05  6.63130e-05  6.34521e-05  6.17477e-05
-97   7.61062e-05  7.62234e-05  7.60278e-05  7.54507e-05  7.53478e-05  7.58740e-05  7.36738e-05  7.14318e-05  7.07844e-05  6.96611e-05  6.78611e-05  6.49334e-05  6.31892e-05
-96   7.79016e-05  7.80216e-05  7.78213e-05  7.72306e-05  7.71253e-05  7.76638e-05  7.54118e-05  7.31169e-05  7.24542e-05  7.13044e-05  6.94620e-05  6.64652e-05  6.46799e-05
-95   7.97587e-05  7.98816e-05  7.96766e-05  7.90718e-05  7.89640e-05  7.95154e-05  7.72096e-05  7.48600e-05  7.41815e-05  7.30043e-05  7.11179e-05  6.80497e-05  6.62219e-05
-94   8.16806e-05  8.18064e-05  8.15964e-05  8.09771e-05  8.08666e-05  8.14313e-05  7.90700e-05  7.66638e-05  7.59689e-05  7.47634e-05  7.28316e-05  6.96894e-05  6.78175e-05
-93   8.36700e-05  8.37989e-05  8.35838e-05  8.29494e-05  8.28362e-05  8.34147e-05  8.09959e-05  7.85310e-05  7.78192e-05  7.65844e-05  7.46055e-05  7.13868e-05  6.94693e-05
-92   8.57302e-05  8.58623e-05  8.56419e-05  8.49919e-05  8.48759e-05  8.54686e-05  8.29902e-05  8.04647e-05  7.97354e-05  7.84701e-05  7.64425e-05  7.31445e-05  7.11798e-05
-91   8.78645e-05  8.79998e-05  8.77740e-05  8.71077e-05  8.69889e-05  8.75963e-05  8.50563e-05  8.24679e-05  8.17204e-05  8.04236e-05  7.83455e-05  7.49655e-05  7.29519e-05
-90   9.00764e-05  9.02151e-05  8.99836e-05  8.93006e-05  8.91787e-05  8.98015e-05  8.71975e-05  8.45439e-05  8.37776e-05  8.24482e-05  8.03178e-05  7.68526e-05  7.47883e-05
-89   9.23696e-05  9.25119e-05  9.22744e-05  9.15740e-05  9.14491e-05  9.20877e-05  8.94174e-05  8.66963e-05  8.59105e-05  8.45472e-05  8.23626e-05  7.88092e-05  7.66923e-05
-88   9.47481e-05  9.48941e-05  9.46505e-05  9.39321e-05  9.38039e-05  9.44589e-05  9.17199e-05  8.89287e-05  8.81227e-05  8.67243e-05  8.44834e-05  8.08385e-05  7.86672e-05
-87   9.72161e-05  9.73659e-05  9.71160e-05  9.63788e-05  9.62473e-05  9.69194e-05  9.41090e-05  9.12451e-05  9.04181e-05  8.89833e-05  8.66840e-05  8.29442e-05  8.07163e-05
-86   9.97780e-05  9.99317e-05  9.96753e-05  9.89187e-05  9.87837e-05  9.94735e-05  9.65891e-05  9.36497e-05  9.28009e-05  9.13283e-05  8.89684e-05  8.51300e-05  8.28434e-05
-85   1.02439e-04  1.02596e-04  1.02333e-04  1.01556e-04  1.01418e-04  1.02126e-04  9.91647e-05  9.61469e-05  9.52755e-05  9.37636e-05  9.13408e-05  8.74001e-05  8.50525e-05
-84   1.05203e-04  1.05365e-04  1.05095e-04  1.04297e-04  1.04155e-04  1.04882e-04  1.01841e-04  9.87414e-05  9.78465e-05  9.62938e-05  9.38056e-05  8.97586e-05  8.73476e-05
-83   1.08076e-04  1.08243e-04  1.07965e-04  1.07146e-04  1.06999e-04  1.07747e-04  1.04622e-04  1.01438e-04  1.00519e-04  9.89239e-05  9.63677e-05  9.22101e-05  8.97333e-05
-82   1.11065e-04  1.11236e-04  1.10950e-04  1.10108e-04  1.09958e-04  1.10726e-04  1.07515e-04  1.04243e-04  1.03298e-04  1.01659e-04  9.90321e-05  9.47596e-05  9.22143e-05
-81   1.14173e-04  1.14349e-04  1.14056e-04  1.13190e-04  1.13036e-04  1.13825e-04  1.10524e-04  1.07161e-04  1.06190e-04  1.04505e-04  1.01804e-04  9.74121e-05  9.47956e-05
-80   1.17410e-04  1.17591e-04  1.17289e-04  1.16399e-04  1.16240e-04  1.17051e-04  1.13657e-04  1.10198e-04  1.09200e-04  1.07467e-04  1.04690e-04  1.00173e-04  9.74826e-05
-79   1.20780e-04  1.20966e-04  1.20656e-04  1.19740e-04  1.19577e-04  1.20412e-04  1.16920e-04  1.13362e-04  1.12334e-04  1.10552e-04  1.07695e-04  1.03049e-04  1.00281e-04
-78   1.24292e-04  1.24484e-04  1.24164e-04  1.23222e-04  1.23054e-04  1.23913e-04  1.20320e-04  1.16658e-04  1.15601e-04  1.13766e-04  1.10827e-04  1.06045e-04  1.03197e-04
-77   1.27954e-04  1.28151e-04  1.27822e-04  1.26852e-04  1.26678e-04  1.27563e-04  1.23864e-04  1.20095e-04  1.19006e-04  1.17118e-04  1.14091e-04  1.09169e-04  1.06237e-04
-76   1.31773e-04  1.31976e-04  1.31637e-04  1.30638e-04  1.30460e-04  1.31371e-04  1.27561e-04  1.23679e-04  1.22558e-04  1.20614e-04  1.17497e-04  1.12428e-04  1.09408e-04
-75   1.35759e-04  1.35968e-04  1.35619e-04  1.34590e-04  1.34406e-04  1.35345e-04  1.31420e-04  1.27421e-04  1.26266e-04  1.24262e-04  1.21051e-04  1.15829e-04  1.12718e-04
-74   1.39922e-04  1.40137e-04  1.39778e-04  1.38717e-04  1.38527e-04  1.39495e-04  1.35450e-04  1.31328e-04  1.30137e-04  1.28072e-04  1.24763e-04  1.19380e-04  1.16174e-04
