-100  7.03569e-05
-99   7.19661e-05
-98   7.36289e-05
-97   7.53478e-05
-96   7.71253e-05
-95   7.89640e-05
-94   8.08666e-05
-93   8.28362e-05
-92   8.48759e-05
-91   8.69889e-05
-90   8.91787e-05
-89   9.14491e-05
-88   9.38039e-05
-87   9.62473e-05
-86   9.87837e-05
-85   1.01418e-04
-84   1.04155e-04
-83   1.06999e-04
-82   1.09958e-04
-81   1.13036e-04
-80   1.16240e-04
-79   1.19577e-04
-78   1.23054e-04
-77   1.26678e-04
-76   1.30460e-04
-75   1.34406e-04
-74   1.38527e-04
-73   1.42834e-04
-72   1.47336e-04
-71   1.52046e-04
-70   1.56977e-04
-69   1.62142e-04
-68   1.67557e-04
-67   1.73236e-04
-66   1.79198e-04
-65   1.85461e-04
-64   1.92045e-04
-63   1.98971e-04
-62   2.06265e-04
-61   2.13951e-04
-60   2.22058e-04
-59   2.30616e-04
-58   2.39659e-04
-57   2.49223e-04
-56   2.59349e-04
-55   2.70079e-04
-54   2.81463e-04
-53   2.93553e-04
-52   3.06408e-04
-51   3.20091e-04
-50   3.34676e-04
-49   3.50240e-04
-48   3.66872e-04
-47   3.84669e-04
-46   4.03740e-04
-45   4.24208e-04
-44   4.46209e-04
-43   4.69897e-04
-42   4.95446e-04
-41   5.23050e-04
-40   5.52932e-04
-39   5.85345e-04
-38   6.20574e-04
-37   6.58951e-04
-36   7.00852e-04
-35   7.46713e-04
-34   7.97039e-04
-33   8.52414e-04
-32   9.13523e-04
-31   9.81168e-04
-30   1.05629e-03
-29   1.14002e-03
-28   1.23368e-03
-27   1.33887e-03
-26   1.45753e-03
-25   1.59200e-03
-24   1.74515e-03
-23   1.92052e-03
-22   2.12254e-03
-21   2.37654e-03
-20   2.62082e-03
-19   2.85730e-03
-18   3.11812e-03
-17   3.44706e-03
-16   3.87235e-03
-15   4.38133e-03
-14   4.92826e-03
-13   5.48785e-03
-12   6.10389e-03
-11   6.89801e-03
-10   8.05028e-03
-9    9.76116e-03
-8    1.22233e-02
-7    1.57852e-02
-6    2.11767e-02
-5    2.96533e-02
-4    4.26163e-02
-3    6.02700e-02
-2    8.01232e-02
-1    9.67357e-02
0     1.03840e-01
1     9.81955e-02
2     8.20404e-02
3     6.13795e-02
4     4.23340e-02
5     2.82032e-02
6     1.91817e-02
7     1.38875e-02
8     1.07538e-02
9     8.73054e-03
10    7.34666e-03
11    6.38611e-03
12    5.69514e-03
13    5.12096e-03
14    4.56040e-03
15    3.99010e-03
16    3.44901e-03
17    2.98868e-03
18    2.63347e-03
19    2.36779e-03
20    2.15563e-03
21    1.96391e-03
22    1.77511e-03
23    1.60616e-03
24    1.45949e-03
25    1.33141e-03
26    1.21895e-03
27    1.11972e-03
28    1.03174e-03
29    9.53412e-04
30    8.83392e-04
31    8.20564e-04
32    7.63992e-04
33    7.12886e-04
34    6.66574e-04
35    6.24487e-04
36    5.86132e-04
37    5.51090e-04
38    5.18995e-04
39    4.89532e-04
40    4.62425e-04
41    4.37434e-04
42    4.14348e-04
43    3.92982e-04
44    3.73171e-04
45    3.54771e-04
46    3.37653e-04
47    3.21704e-04
48    3.06820e-04
49    2.92911e-04
50    2.79894e-04
51    2.67697e-04
52    2.56253e-04
53    2.45502e-04
54    2.35391e-04
55    2.25871e-04
56    2.16897e-04
57    2.08429e-04
58    2.00430e-04
59    1.92868e-04
60    1.85710e-04
61    1.78930e-04
62    1.72502e-04
63    1.66403e-04
64    1.60609e-04
65    1.55103e-04
66    1.49866e-04
67    1.44880e-04
68    1.40130e-04
69    1.35602e-04
70    1.31282e-04
71    1.27158e-04
72    1.23219e-04
73    1.19454e-04
74    1.15852e-04
75    1.12406e-04
76    1.09105e-04
77    1.05943e-04
78    1.02911e-04
79    1.00004e-04
80    9.72129e-05
81    9.45333e-05
82    9.19592e-05
83    8.94850e-05
84    8.71059e-05
85    8.48171e-05
86    8.26142e-05
87    8.04930e-05
88    7.84495e-05
89    7.64801e-05
90    7.45814e-05
91    7.27500e-05
92    7.09829e-05
93    6.92771e-05
94    6.76299e-05
95    6.60386e-05
96    6.45009e-05
97    6.30144e-05
98    6.15769e-05
99    6.01862e-05
100   5.88405e-05
<EOF>
