# logN	pdf
10.3875	0.0047943343058307
10.3885	0.0048261353193658
10.3895	0.0048579363329009
10.3905	0.0048897373464360
10.3915	0.0049215383599711
10.3925	0.0049533393735061
10.3935	0.0049851403870412
10.3945	0.0050169414005763
10.3955	0.0050487424141114
10.3965	0.0050805434276465
10.3975	0.0051123444411816
10.3985	0.0051441454547167
10.3995	0.0051759464682518
10.4005	0.0052077474817869
10.4015	0.0052395484953220
10.4025	0.0052713495088570
10.4035	0.0053031505223921
10.4045	0.0053349515359272
10.4055	0.0053667525494623
10.4065	0.0053985535629974
10.4075	0.0054303545765325
10.4085	0.0054621555900676
10.4095	0.0054939566036027
10.4105	0.0055257576171378
10.4115	0.0055575586306729
10.4125	0.0055893596442080
10.4135	0.0056211606577430
10.4145	0.0056529616712781
10.4155	0.0056847626848132
10.4165	0.0057165636983483
10.4175	0.0057483647118834
10.4185	0.0057801657254185
10.4195	0.0058119667389536
10.4205	0.0058437677524887
10.4215	0.0058755687660238
10.4225	0.0059073697795589
10.4235	0.0059391707930939
10.4245	0.0059709718066290
10.4255	0.0060027728201641
10.4265	0.0060345738336992
10.4275	0.0060663748472343
10.4285	0.0060981758607694
10.4295	0.0061299768743045
10.4305	0.0061617778878396
10.4315	0.0061935789013747
10.4325	0.0062253799149098
10.4335	0.0062571809284448
10.4345	0.0062889819419799
10.4355	0.0063207829555150
10.4365	0.0063525839690501
10.4375	0.0063843849825852
10.4385	0.0064161859961203
10.4395	0.0064479870096554
10.4405	0.0064797880231905
10.4415	0.0065115890367256
10.4425	0.0065433900502607
10.4435	0.0065751910637957
10.4445	0.0066069920773308
10.4455	0.0066387930908659
10.4465	0.0066705941044010
10.4475	0.0067023951179361
10.4485	0.0067341961314712
10.4495	0.0067659971450063
10.4505	0.0067977981585414
10.4515	0.0068295991720765
10.4525	0.0068614001856116
10.4535	0.0068932011991467
10.4545	0.0069250022126817
10.4555	0.0069568032262168
10.4565	0.0069392663640327
10.4575	0.0069171439198344
10.4585	0.0068950214756361
10.4595	0.0068728990314378
10.4605	0.0068507765872395
10.4615	0.0068286541430411
10.4625	0.0068065316988428
10.4635	0.0067844092546445
10.4645	0.0067622868104462
10.4655	0.0067401643662478
10.4665	0.0067180419220495
10.4675	0.0066959194778512
10.4685	0.0066737970336529
10.4695	0.0066516745894545
10.4705	0.0066295521452562
10.4715	0.0066074297010579
10.4725	0.0065853072568596
10.4735	0.0065631848126612
10.4745	0.0065410623684629
10.4755	0.0065189399242646
10.4765	0.0064968174800663
10.4775	0.0064746950358680
10.4785	0.0064525725916696
10.4795	0.0064304501474713
10.4805	0.0064083277032730
10.4815	0.0063862052590747
10.4825	0.0063640828148763
10.4835	0.0063419603706780
10.4845	0.0063198379264797
10.4855	0.0062977154822814
10.4865	0.0062755930380830
10.4875	0.0062534705938847
10.4885	0.0062313481496864
10.4895	0.0062092257054881
10.4905	0.0061871032612897
10.4915	0.0061649808170914
10.4925	0.0061428583728931
10.4935	0.0061207359286948
10.4945	0.0060986134844964
10.4955	0.0060764910402981
10.4965	0.0060543685960998
10.4975	0.0060322461519015
10.4985	0.0060101237077032
10.4995	0.0059880012635048
10.5005	0.0059658788193065
10.5015	0.0059437563751082
10.5025	0.0059216339309099
10.5035	0.0058995114867115
10.5045	0.0058773890425132
10.5055	0.0058552665983149
10.5065	0.0058331441541166
10.5075	0.0058110217099182
10.5085	0.0057888992657199
10.5095	0.0057667768215216
10.5105	0.0057446543773233
10.5115	0.0057225319331249
10.5125	0.0057004094889266
10.5135	0.0056782870447283
10.5145	0.0056561646005300
10.5155	0.0056340421563316
10.5165	0.0056119197121333
10.5175	0.0055897972679350
10.5185	0.0055676748237367
10.5195	0.0055455523795384
10.5205	0.0055234299353400
10.5215	0.0055013074911417
10.5225	0.0054791850469434
10.5235	0.0054570626027451
10.5245	0.0054349401585467
10.5255	0.0054128177143484
10.5265	0.0053906952701501
10.5275	0.0053685728259518
10.5285	0.0053464503817534
10.5295	0.0053243279375551
10.5305	0.0053022054933568
10.5315	0.0052800830491585
10.5325	0.0052579606049601
10.5335	0.0052358381607618
10.5345	0.0052137157165635
10.5355	0.0051915932723652
10.5365	0.0051694708281668
10.5375	0.0051473483839685
10.5385	0.0051252259397702
10.5395	0.0051031034955719
10.5405	0.0050809810513736
10.5415	0.0050588586071752
10.5425	0.0050367361629769
10.5435	0.0050146137187786
10.5445	0.0049924912745803
10.5455	0.0049703688303819
10.5465	0.0049482463861836
10.5475	0.0049261239419853
10.5485	0.0049040014977870
10.5495	0.0048818790535886
10.5505	0.0048597566093903
10.5515	0.0048376341651920
10.5525	0.0048155117209937
10.5535	0.0047933892767953
10.5545	0.0047712668325970
10.5555	0.0047491443883987
10.5565	0.0047270219442004
10.5575	0.0047048995000021
10.5585	0.0046827770558037
10.5595	0.0046606546116054
10.5605	0.0046385321674071
10.5615	0.0046164097232088
10.5625	0.0045942872790104
10.5635	0.0045721648348121
10.5645	0.0045500423906138
10.5655	0.0045279199464155
10.5665	0.0045057975022171
10.5675	0.0044836750580188
10.5685	0.0044615526138205
10.5695	0.0044394301696222
10.5705	0.0044173077254238
10.5715	0.0043951852812255
10.5725	0.0043730628370272
10.5735	0.0043509403928289
10.5745	0.0043288179486305
10.5755	0.0043066955044322
10.5765	0.0042845730602339
10.5775	0.0042624506160356
10.5785	0.0042403281718373
10.5795	0.0042182057276389
10.5805	0.0041960832834406
10.5815	0.0041739608392423
10.5825	0.0041518383950440
10.5835	0.0041297159508456
10.5845	0.0041075935066473
10.5855	0.0040854710624490
10.5865	0.0040633486182507
10.5875	0.0040412261740523
10.5885	0.0040191037298540
10.5895	0.0039969812856557
10.5905	0.0039748588414574
10.5915	0.0039527363972590
10.5925	0.0039306139530607
10.5935	0.0039084915088624
10.5945	0.0038863690646641
10.5955	0.0038642466204657
10.5965	0.0038421241762674
10.5975	0.0038200017320691
10.5985	0.0037978792878708
10.5995	0.0037757568436725
10.6005	0.0037536343994741
10.6015	0.0037315119552758
10.6025	0.0037093895110775
10.6035	0.0036872670668792
10.6045	0.0036880640229252
10.6055	0.0036922119812124
10.6065	0.0036963599394996
10.6075	0.0037005078977867
10.6085	0.0037046558560739
10.6095	0.0037088038143611
10.6105	0.0037129517726483
10.6115	0.0037170997309355
10.6125	0.0037212476892227
10.6135	0.0037253956475099
10.6145	0.0037295436057970
10.6155	0.0037336915640842
10.6165	0.0037378395223714
10.6175	0.0037419874806586
10.6185	0.0037461354389458
10.6195	0.0037502833972330
10.6205	0.0037544313555202
10.6215	0.0037585793138073
10.6225	0.0037627272720945
10.6235	0.0037668752303817
10.6245	0.0037710231886689
10.6255	0.0037751711469561
10.6265	0.0037793191052433
10.6275	0.0037834670635305
10.6285	0.0037876150218176
10.6295	0.0037917629801048
10.6305	0.0037959109383920
10.6315	0.0038000588966792
10.6325	0.0038042068549664
10.6335	0.0038083548132536
10.6345	0.0038125027715408
10.6355	0.0038166507298279
10.6365	0.0038207986881151
10.6375	0.0038249466464023
10.6385	0.0038290946046895
10.6395	0.0038332425629767
10.6405	0.0038373905212639
10.6415	0.0038415384795511
10.6425	0.0038456864378382
10.6435	0.0038498343961254
10.6445	0.0038539823544126
10.6455	0.0038581303126998
10.6465	0.0038622782709870
10.6475	0.0038664262292742
10.6485	0.0038705741875613
10.6495	0.0038747221458485
10.6505	0.0038788701041357
10.6515	0.0038830180624229
10.6525	0.0038871660207101
10.6535	0.0038913139789973
10.6545	0.0038954619372845
10.6555	0.0038996098955716
10.6565	0.0039037578538588
10.6575	0.0039079058121460
10.6585	0.0039120537704332
10.6595	0.0039162017287204
10.6605	0.0039203496870076
10.6615	0.0039244976452948
10.6625	0.0039286456035819
10.6635	0.0039327935618691
10.6645	0.0039369415201563
10.6655	0.0039410894784435
10.6665	0.0039452374367307
10.6675	0.0039493853950179
10.6685	0.0039535333533051
10.6695	0.0039576813115922
10.6705	0.0039618292698794
10.6715	0.0039659772281666
10.6725	0.0039701251864538
10.6735	0.0039742731447410
10.6745	0.0039784211030282
10.6755	0.0039825690613154
10.6765	0.0039867170196025
10.6775	0.0039908649778897
10.6785	0.0039950129361769
10.6795	0.0039991608944641
10.6805	0.0040033088527513
10.6815	0.0040074568110385
10.6825	0.0040116047693257
10.6835	0.0040157527276128
10.6845	0.0040199006859000
10.6855	0.0040240486441872
10.6865	0.0040281966024744
10.6875	0.0040323445607616
10.6885	0.0040364925190488
10.6895	0.0040406404773360
10.6905	0.0040447884356231
10.6915	0.0040489363939103
10.6925	0.0040530843521975
10.6935	0.0040572323104847
10.6945	0.0040613802687719
10.6955	0.0040655282270591
10.6965	0.0040696761853462
10.6975	0.0040738241436334
10.6985	0.0040779721019206
10.6995	0.0040821200602078
10.7005	0.0040862680184950
10.7015	0.0040904159767822
10.7025	0.0040945639350694
10.7035	0.0040987118933565
10.7045	0.0041028598516437
10.7055	0.0041070078099309
10.7065	0.0041111557682181
10.7075	0.0041153037265053
10.7085	0.0041194516847925
10.7095	0.0041235996430797
10.7105	0.0041277476013668
10.7115	0.0041318955596540
10.7125	0.0041360435179412
10.7135	0.0041401914762284
10.7145	0.0041443394345156
10.7155	0.0041484873928028
10.7165	0.0041526353510900
10.7175	0.0041567833093771
10.7185	0.0041609312676643
10.7195	0.0041650792259515
10.7205	0.0041692271842387
10.7215	0.0041733751425259
10.7225	0.0041775231008131
10.7235	0.0041816710591003
10.7245	0.0041858190173874
10.7255	0.0041899669756746
10.7265	0.0041941149339618
10.7275	0.0041982628922490
10.7285	0.0042024108505362
10.7295	0.0042065588088234
10.7305	0.0042107067671106
10.7315	0.0042148547253977
10.7325	0.0042190026836849
10.7335	0.0042231506419721
10.7345	0.0042272986002593
10.7355	0.0042314465585465
10.7365	0.0042355945168337
10.7375	0.0042397424751209
10.7385	0.0042438904334080
10.7395	0.0042480383916952
10.7405	0.0042521863499824
10.7415	0.0042563343082696
10.7425	0.0042604822665568
10.7435	0.0042646302248440
10.7445	0.0042687781831311
10.7455	0.0042729261414183
10.7465	0.0042770740997055
10.7475	0.0042812220579927
10.7485	0.0042853700162799
10.7495	0.0042895179745671
10.7505	0.0042936659328543
10.7515	0.0042978138911414
10.7525	0.0042836019340625
10.7535	0.0042656274481514
10.7545	0.0042476529622402
10.7555	0.0042296784763291
10.7565	0.0042117039904180
10.7575	0.0041937295045068
10.7585	0.0041757550185957
10.7595	0.0041577805326845
10.7605	0.0041398060467734
10.7615	0.0041218315608623
10.7625	0.0041038570749511
10.7635	0.0040858825890400
10.7645	0.0040679081031289
10.7655	0.0040499336172177
10.7665	0.0040319591313066
10.7675	0.0040139846453954
10.7685	0.0039960101594843
10.7695	0.0039780356735732
10.7705	0.0039600611876620
10.7715	0.0039420867017509
10.7725	0.0039241122158397
10.7735	0.0039061377299286
10.7745	0.0038881632440175
10.7755	0.0038701887581063
10.7765	0.0038522142721952
10.7775	0.0038342397862841
10.7785	0.0038162653003729
10.7795	0.0037982908144618
10.7805	0.0037803163285506
10.7815	0.0037623418426395
10.7825	0.0037443673567284
10.7835	0.0037263928708172
10.7845	0.0037084183849061
10.7855	0.0036904438989950
10.7865	0.0036724694130838
10.7875	0.0036544949271727
10.7885	0.0036365204412615
10.7895	0.0036185459553504
10.7905	0.0036005714694393
10.7915	0.0035825969835281
10.7925	0.0035646224976170
10.7935	0.0035466480117058
10.7945	0.0035286735257947
10.7955	0.0035106990398836
10.7965	0.0034927245539724
10.7975	0.0034747500680613
10.7985	0.0034567755821502
10.7995	0.0034388010962390
10.8005	0.0034208266103279
10.8015	0.0034028521244167
10.8025	0.0033848776385056
10.8035	0.0033669031525945
10.8045	0.0033489286666833
10.8055	0.0033309541807722
10.8065	0.0033129796948611
10.8075	0.0032950052089499
10.8085	0.0032770307230388
10.8095	0.0032590562371276
10.8105	0.0032410817512165
10.8115	0.0032231072653054
10.8125	0.0032051327793942
10.8135	0.0031871582934831
10.8145	0.0031691838075719
10.8155	0.0031512093216608
10.8165	0.0031332348357497
10.8175	0.0031152603498385
10.8185	0.0030972858639274
10.8195	0.0030793113780163
10.8205	0.0030613368921051
10.8215	0.0030433624061940
10.8225	0.0030253879202828
10.8235	0.0030074134343717
10.8245	0.0029894389484606
10.8255	0.0029714644625494
10.8265	0.0029534899766383
10.8275	0.0029355154907272
10.8285	0.0029175410048160
10.8295	0.0028995665189049
10.8305	0.0028815920329937
10.8315	0.0028636175470826
10.8325	0.0028456430611715
10.8335	0.0028276685752603
10.8345	0.0028096940893492
10.8355	0.0027917196034380
10.8365	0.0027737451175269
10.8375	0.0027557706316158
10.8385	0.0027377961457046
10.8395	0.0027198216597935
10.8405	0.0027018471738824
10.8415	0.0026838726879712
10.8425	0.0026658982020601
10.8435	0.0026479237161489
10.8445	0.0026299492302378
10.8455	0.0026119747443267
10.8465	0.0025940002584155
10.8475	0.0025760257725044
10.8485	0.0025580512865933
10.8495	0.0025400768006821
10.8505	0.0025221023147710
10.8515	0.0025041278288598
10.8525	0.0024861533429487
10.8535	0.0024681788570376
10.8545	0.0024502043711264
10.8555	0.0024322298852153
10.8565	0.0024142553993041
10.8575	0.0023962809133930
10.8585	0.0023783064274819
10.8595	0.0023603319415707
10.8605	0.0023423574556596
10.8615	0.0023243829697485
10.8625	0.0023064084838373
10.8635	0.0022884339979262
10.8645	0.0022704595120150
10.8655	0.0022524850261039
10.8665	0.0022345105401928
10.8675	0.0022165360542816
10.8685	0.0021985615683705
10.8695	0.0021805870824594
10.8705	0.0021626125965482
10.8715	0.0021446381106371
10.8725	0.0021266636247259
10.8735	0.0021086891388148
10.8745	0.0020907146529037
10.8755	0.0020727401669925
10.8765	0.0020547656810814
10.8775	0.0020367911951702
10.8785	0.0020188167092591
10.8795	0.0020008422233480
10.8805	0.0019828677374368
10.8815	0.0019648932515257
10.8825	0.0019469187656146
10.8835	0.0019289442797034
10.8845	0.0019109697937923
10.8855	0.0018929953078811
10.8865	0.0018750208219700
10.8875	0.0018570463360589
10.8885	0.0018390718501477
10.8895	0.0018210973642366
10.8905	0.0018031228783255
10.8915	0.0017851483924143
10.8925	0.0017671739065032
10.8935	0.0017491994205920
10.8945	0.0017312249346809
10.8955	0.0017132504487698
10.8965	0.0016952759628586
10.8975	0.0016773014769475
10.8985	0.0016593269910363
10.8995	0.0016413525051252
10.9005	0.0016680149323066
10.9015	0.0017067292096537
10.9025	0.0017454434870007
10.9035	0.0017841577643478
10.9045	0.0018228720416949
10.9055	0.0018615863190419
10.9065	0.0019003005963890
10.9075	0.0019390148737361
10.9085	0.0019777291510831
10.9095	0.0020164434284302
10.9105	0.0020551577057773
10.9115	0.0020938719831243
10.9125	0.0021325862604714
10.9135	0.0021713005378185
10.9145	0.0022100148151655
10.9155	0.0022487290925126
10.9165	0.0022874433698597
10.9175	0.0023261576472067
10.9185	0.0023648719245538
10.9195	0.0024035862019009
10.9205	0.0024423004792479
10.9215	0.0024810147565950
10.9225	0.0025197290339421
10.9235	0.0025584433112891
10.9245	0.0025971575886362
10.9255	0.0026358718659833
10.9265	0.0026745861433304
10.9275	0.0027133004206774
10.9285	0.0027520146980245
10.9295	0.0027907289753716
10.9305	0.0028294432527186
10.9315	0.0028681575300657
10.9325	0.0029068718074128
10.9335	0.0029455860847598
10.9345	0.0029843003621069
10.9355	0.0030230146394540
10.9365	0.0030617289168010
10.9375	0.0031004431941481
10.9385	0.0031391574714952
10.9395	0.0031778717488422
10.9405	0.0032165860261893
10.9415	0.0032553003035364
10.9425	0.0032940145808834
10.9435	0.0033327288582305
10.9445	0.0033714431355776
10.9455	0.0034101574129246
10.9465	0.0034488716902717
10.9475	0.0034875859676188
10.9485	0.0035263002449658
10.9495	0.0035650145223129
10.9505	0.0036037287996600
10.9515	0.0036424430770070
10.9525	0.0036811573543541
10.9535	0.0037198716317012
10.9545	0.0037585859090482
10.9555	0.0037973001863953
10.9565	0.0038360144637424
10.9575	0.0038747287410894
10.9585	0.0039134430184365
10.9595	0.0039521572957836
10.9605	0.0039908715731307
10.9615	0.0040295858504777
10.9625	0.0040683001278248
10.9635	0.0041070144051719
10.9645	0.0041457286825189
10.9655	0.0041844429598660
10.9665	0.0042231572372131
10.9675	0.0042618715145601
10.9685	0.0043005857919072
10.9695	0.0043393000692543
10.9705	0.0043780143466013
10.9715	0.0044167286239484
10.9725	0.0044554429012955
10.9735	0.0044941571786425
10.9745	0.0045328714559896
10.9755	0.0045715857333367
10.9765	0.0046103000106837
10.9775	0.0046490142880308
10.9785	0.0046877285653779
10.9795	0.0047264428427249
10.9805	0.0047651571200720
10.9815	0.0048038713974191
10.9825	0.0048425856747661
10.9835	0.0048812999521132
10.9845	0.0049200142294603
10.9855	0.0049587285068073
10.9865	0.0049974427841544
10.9875	0.0050361570615015
10.9885	0.0050748713388485
10.9895	0.0051135856161956
10.9905	0.0051522998935427
10.9915	0.0051910141708897
10.9925	0.0052297284482368
10.9935	0.0052684427255839
10.9945	0.0053071570029310
10.9955	0.0053458712802780
10.9965	0.0053845855576251
10.9975	0.0054232998349722
10.9985	0.0054620141123192
10.9995	0.0055007283896663
11.0005	0.0055394426670134
11.0015	0.0055781569443604
11.0025	0.0056168712217075
11.0035	0.0056555854990546
11.0045	0.0056942997764016
11.0055	0.0057330140537487
11.0065	0.0057717283310958
11.0075	0.0058104426084428
11.0085	0.0058491568857899
11.0095	0.0058878711631370
11.0105	0.0059265854404840
11.0115	0.0059652997178311
11.0125	0.0060040139951782
11.0135	0.0060427282725252
11.0145	0.0060814425498723
11.0155	0.0061201568272194
11.0165	0.0061588711045664
11.0175	0.0061975853819135
11.0185	0.0062362996592606
11.0195	0.0062750139366076
11.0205	0.0063137282139547
11.0215	0.0063524424913018
11.0225	0.0063911567686488
11.0235	0.0064298710459959
11.0245	0.0064685853233430
11.0255	0.0065072996006901
11.0265	0.0065460138780371
11.0275	0.0065847281553842
11.0285	0.0066234424327313
11.0295	0.0066621567100783
11.0305	0.0067008709874254
11.0315	0.0067395852647725
11.0325	0.0067782995421195
11.0335	0.0068170138194666
11.0345	0.0068557280968137
11.0355	0.0068944423741607
11.0365	0.0069331566515078
11.0375	0.0069718709288549
11.0385	0.0070105852062019
11.0395	0.0070492994835490
11.0405	0.0070880137608961
11.0415	0.0071267280382431
11.0425	0.0071654423155902
11.0435	0.0072041565929373
11.0445	0.0072428708702843
11.0455	0.0072815851476314
11.0465	0.0073202994249785
11.0475	0.0073590137023255
11.0485	0.0073379928699788
11.0495	0.0072965132871069
11.0505	0.0072550337042350
11.0515	0.0072135541213632
11.0525	0.0071720745384913
11.0535	0.0071305949556195
11.0545	0.0070891153727476
11.0555	0.0070476357898758
11.0565	0.0070061562070039
11.0575	0.0069646766241320
11.0585	0.0069231970412602
11.0595	0.0068817174583883
11.0605	0.0068402378755165
11.0615	0.0067987582926446
11.0625	0.0067572787097728
11.0635	0.0067157991269009
11.0645	0.0066743195440290
11.0655	0.0066328399611572
11.0665	0.0065913603782853
11.0675	0.0065498807954135
11.0685	0.0065084012125416
11.0695	0.0064669216296698
11.0705	0.0064254420467979
11.0715	0.0063839624639260
11.0725	0.0063424828810542
11.0735	0.0063010032981823
11.0745	0.0062595237153105
11.0755	0.0062180441324386
11.0765	0.0061765645495667
11.0775	0.0061350849666949
11.0785	0.0060936053838230
11.0795	0.0060521258009512
11.0805	0.0060106462180793
11.0815	0.0059691666352075
11.0825	0.0059276870523356
11.0835	0.0058862074694637
11.0845	0.0058447278865919
11.0855	0.0058032483037200
11.0865	0.0057617687208482
11.0875	0.0057202891379763
11.0885	0.0056788095551045
11.0895	0.0056373299722326
11.0905	0.0055958503893607
11.0915	0.0055543708064889
11.0925	0.0055128912236170
11.0935	0.0054714116407452
11.0945	0.0054299320578733
11.0955	0.0053884524750015
11.0965	0.0053469728921296
11.0975	0.0053054933092577
11.0985	0.0052640137263859
11.0995	0.0052225341435140
11.1005	0.0051810545606422
11.1015	0.0051395749777703
11.1025	0.0050980953948984
11.1035	0.0050566158120266
11.1045	0.0050151362291547
11.1055	0.0049736566462829
11.1065	0.0049321770634110
11.1075	0.0048906974805392
11.1085	0.0048492178976673
11.1095	0.0048077383147954
11.1105	0.0047662587319236
11.1115	0.0047247791490517
11.1125	0.0046832995661799
11.1135	0.0046418199833080
11.1145	0.0046003404004362
11.1155	0.0045588608175643
11.1165	0.0045173812346924
11.1175	0.0044759016518206
11.1185	0.0044344220689487
11.1195	0.0043929424860769
11.1205	0.0043514629032050
11.1215	0.0043099833203332
11.1225	0.0042685037374613
11.1235	0.0042270241545894
11.1245	0.0041855445717176
11.1255	0.0041440649888457
11.1265	0.0041025854059739
11.1275	0.0040611058231020
11.1285	0.0040196262402301
11.1295	0.0039781466573583
11.1305	0.0039366670744864
11.1315	0.0038951874916146
11.1325	0.0038537079087427
11.1335	0.0038122283258709
11.1345	0.0037707487429990
11.1355	0.0037292691601271
11.1365	0.0036877895772553
11.1375	0.0036463099943834
11.1385	0.0036048304115116
11.1395	0.0035633508286397
11.1405	0.0035218712457679
11.1415	0.0034803916628960
11.1425	0.0034389120800241
11.1435	0.0033974324971523
11.1445	0.0033559529142804
11.1455	0.0033144733314086
11.1465	0.0032729937485367
11.1475	0.0032315141656649
11.1485	0.0031900345827930
11.1495	0.0031485549999211
11.1505	0.0031070754170493
11.1515	0.0030655958341774
11.1525	0.0030241162513056
11.1535	0.0029826366684337
11.1545	0.0029411570855618
11.1555	0.0028996775026900
11.1565	0.0028581979198181
