# b	pdf
4.6977	0.0002773118240147
4.6987	0.0002773146027605
4.6997	0.0002773173815063
4.7007	0.0002773201602521
4.7017	0.0002773229389980
4.7027	0.0002773257177438
4.7037	0.0002773284964896
4.7047	0.0002773312752354
4.7057	0.0002773340539812
4.7067	0.0002773368327270
4.7077	0.0002773396114729
4.7087	0.0002773423902187
4.7097	0.0002773451689645
4.7107	0.0002773479477103
4.7117	0.0002773507264561
4.7127	0.0002773535052020
4.7137	0.0002773562839478
4.7147	0.0002773590626936
4.7157	0.0002773618414394
4.7167	0.0002773646201852
4.7177	0.0002773673989310
4.7187	0.0002773701776769
4.7197	0.0002773729564227
4.7207	0.0002773757351685
4.7217	0.0002773785139143
4.7227	0.0002773812926601
4.7237	0.0002773840714059
4.7247	0.0002773868501518
4.7257	0.0002773896288976
4.7267	0.0002773924076434
4.7277	0.0002773951863892
4.7287	0.0002773979651350
4.7297	0.0002774007438809
4.7307	0.0002774035226267
4.7317	0.0002774063013725
4.7327	0.0002774090801183
4.7337	0.0002774118588641
4.7347	0.0002774146376099
4.7357	0.0002774174163558
4.7367	0.0002774201951016
4.7377	0.0002774229738474
4.7387	0.0002774257525932
4.7397	0.0002774285313390
4.7407	0.0002774313100848
4.7417	0.0002774340888307
4.7427	0.0002774368675765
4.7437	0.0002774396463223
4.7447	0.0002774424250681
4.7457	0.0002774452038139
4.7467	0.0002774479825598
4.7477	0.0002774507613056
4.7487	0.0002774535400514
4.7497	0.0002774563187972
4.7507	0.0002774590975430
4.7517	0.0002774618762888
4.7527	0.0002774646550347
4.7537	0.0002774674337805
4.7547	0.0002774702125263
4.7557	0.0002774729912721
4.7567	0.0002774757700179
4.7577	0.0002774785487637
4.7587	0.0002774813275096
4.7597	0.0002774841062554
4.7607	0.0002774868850012
4.7617	0.0002774896637470
4.7627	0.0002774924424928
4.7637	0.0002774952212387
4.7647	0.0002774979999845
4.7657	0.0002775007787303
4.7667	0.0002775035574761
4.7677	0.0002775063362219
4.7687	0.0002775091149677
4.7697	0.0002775118937136
4.7707	0.0002775146724594
4.7717	0.0002775174512052
4.7727	0.0002775202299510
4.7737	0.0002775230086968
4.7747	0.0002775257874426
4.7757	0.0002775285661885
4.7767	0.0002775313449343
4.7777	0.0002775341236801
4.7787	0.0002775369024259
4.7797	0.0002775396811717
4.7807	0.0002775424599176
4.7817	0.0002775452386634
4.7827	0.0002775480174092
4.7837	0.0002775507961550
4.7847	0.0002775535749008
4.7857	0.0002775563536466
4.7867	0.0002775591323925
4.7877	0.0002775619111383
4.7887	0.0002775646898841
4.7897	0.0002775674686299
4.7907	0.0002775702473757
4.7917	0.0002775730261215
4.7927	0.0002775758048674
4.7937	0.0002775785836132
4.7947	0.0002775813623590
4.7957	0.0002775841411048
4.7967	0.0002775869198506
4.7977	0.0002775896985965
4.7987	0.0002775924773423
4.7997	0.0002775952560881
4.8007	0.0002775980348339
4.8017	0.0002776008135797
4.8027	0.0002776035923255
4.8037	0.0002776063710714
4.8047	0.0002776091498172
4.8057	0.0002776119285630
4.8067	0.0002776147073088
4.8077	0.0002776174860546
4.8087	0.0002776202648004
4.8097	0.0002776230435463
4.8107	0.0002776258222921
4.8117	0.0002776286010379
4.8127	0.0002776313797837
4.8137	0.0002776341585295
4.8147	0.0002776369372754
4.8157	0.0002776397160212
4.8167	0.0002776424947670
4.8177	0.0002776452735128
4.8187	0.0002776480522586
4.8197	0.0002776508310044
4.8207	0.0002776536097503
4.8217	0.0002776563884961
4.8227	0.0002776591672419
4.8237	0.0002776619459877
4.8247	0.0002776647247335
4.8257	0.0002776675034793
4.8267	0.0002776702822252
4.8277	0.0002776730609710
4.8287	0.0002776758397168
4.8297	0.0002776786184626
4.8307	0.0002776813972084
4.8317	0.0002776841759543
4.8327	0.0002776869547001
4.8337	0.0002776897334459
4.8347	0.0002776925121917
4.8357	0.0002776952909375
4.8367	0.0002776980696833
4.8377	0.0002777008484292
4.8387	0.0002777036271750
4.8397	0.0002777064059208
4.8407	0.0002777091846666
4.8417	0.0002777119634124
4.8427	0.0002777147421582
4.8437	0.0002777175209041
4.8447	0.0002777202996499
4.8457	0.0002777230783957
4.8467	0.0002777258571415
4.8477	0.0002777286358873
4.8487	0.0002777314146332
4.8497	0.0002777341933790
4.8507	0.0002777369721248
4.8517	0.0002777397508706
4.8527	0.0002777425296164
4.8537	0.0002777453083622
4.8547	0.0002777480871081
4.8557	0.0002777508658539
4.8567	0.0002777536445997
4.8577	0.0002777564233455
4.8587	0.0002777592020913
4.8597	0.0002777619808371
4.8607	0.0002777647595830
4.8617	0.0002777675383288
4.8627	0.0002777703170746
4.8637	0.0002777730958204
4.8647	0.0002777758745662
4.8657	0.0002777786533121
4.8667	0.0002777814320579
4.8677	0.0002777842108037
4.8687	0.0002777869895495
4.8697	0.0002777897682953
4.8707	0.0002777925470411
4.8717	0.0002777953257870
4.8727	0.0002777981045328
4.8737	0.0002778008832786
4.8747	0.0002778036620244
4.8757	0.0002778064407702
4.8767	0.0002778092195160
4.8777	0.0002778119982619
4.8787	0.0002778147770077
4.8797	0.0002778175557535
4.8807	0.0002778203344993
4.8817	0.0002778231132451
4.8827	0.0002778258919910
4.8837	0.0002778286707368
4.8847	0.0002778314494826
4.8857	0.0002778342282284
4.8867	0.0002778370069742
4.8877	0.0002778397857200
4.8887	0.0002778425644659
4.8897	0.0002778453432117
4.8907	0.0002778481219575
4.8917	0.0002778509007033
4.8927	0.0002778536794491
4.8937	0.0002778564581949
4.8947	0.0002778592369408
4.8957	0.0002778620156866
4.8967	0.0002778647944324
4.8977	0.0002778675731782
4.8987	0.0002778703519240
4.8997	0.0002778731306698
4.9007	0.0002778759094157
4.9017	0.0002778786881615
4.9027	0.0002778814669073
4.9037	0.0002778842456531
4.9047	0.0002778870243989
4.9057	0.0002778898031448
4.9067	0.0002778925818906
4.9077	0.0002778953606364
4.9087	0.0002778981393822
4.9097	0.0002779009181280
4.9107	0.0002779036968738
4.9117	0.0002779064756197
4.9127	0.0002779092543655
4.9137	0.0002779120331113
4.9147	0.0002779148118571
4.9157	0.0002779175906029
4.9167	0.0002779203693487
4.9177	0.0002779231480946
4.9187	0.0002779259268404
4.9197	0.0002779287055862
4.9207	0.0002779314843320
4.9217	0.0002779342630778
4.9227	0.0002779370418237
4.9237	0.0002779398205695
4.9247	0.0002779425993153
4.9257	0.0002779453780611
4.9267	0.0002779481568069
4.9277	0.0002779509355527
4.9287	0.0002779537142986
4.9297	0.0002779564930444
4.9307	0.0002779592717902
4.9317	0.0002779620505360
4.9327	0.0002779648292818
4.9337	0.0002779676080276
4.9347	0.0002779703867735
4.9357	0.0002779731655193
4.9367	0.0002779759442651
4.9377	0.0002779787230109
4.9387	0.0002779815017567
4.9397	0.0002779842805026
4.9407	0.0002779870592484
4.9417	0.0002779898379942
4.9427	0.0002779926167400
4.9437	0.0002779953954858
4.9447	0.0002779981742316
4.9457	0.0002780009529775
4.9467	0.0002780037317233
4.9477	0.0002780065104691
4.9487	0.0002780092892149
4.9497	0.0002780120679607
4.9507	0.0002780148467065
4.9517	0.0002780176254524
4.9527	0.0002780204041982
4.9537	0.0002780231829440
4.9547	0.0002780259616898
4.9557	0.0002780287404356
4.9567	0.0002780315191815
4.9577	0.0002780342979273
4.9587	0.0002780370766731
4.9597	0.0002780398554189
4.9607	0.0002780426341647
4.9617	0.0002780454129105
4.9627	0.0002780481916564
4.9637	0.0002780509704022
4.9647	0.0002780537491480
4.9657	0.0002780565278938
4.9667	0.0002780593066396
